"","old_code","old_scientificName","old_UpdateStatus","ScientificNameAuthorCoL","TaxonomicStatus","new_canonicalName","new_authorship","new_code","new_scientificName","new_UpdateStatus","ruleApplied","new_classification"
"1029","6066","Pseudolepidaplois scrofa","Deletion","Bodianus scrofa (Valenciennes, 1839)","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"1030","2527","Pseudophoxinus stymphalicus","Deletion","Pelasgus stymphalicus (Valenciennes, 1844)","Synonym","Pelasgus stymphalicus","(Valenciennes, 1844)","5333","Pelasgus stymphalicus","Remains","Synonym - Remains","SPECIES:Pelasgus stymphalicus (Valenciennes, 1844)|GENUS:Pelasgus|FAMILY:Cyprinidae|ORDER:Cypriniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"1031","6085","Pseudopus apodus","Deletion","Pseudopus apodus (Pallas, 1775)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1032","5807","Pseudorasbora parva","Deletion","Pseudorasbora parva (Temminck & Schlegel, 1846)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1033","6238","Puccinellia fasciculata subsp. pungens","Deletion","Puccinellia fasciculata (Torr.) E.P.Bicknell","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"1034","6185","Pulsatilla halleri subsp. slavica","Deletion","Pulsatilla halleri subsp. slavica (Reuss) Zämelis","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1035","6184","Pulsatilla vulgaris subsp. grandis","Deletion","Pulsatilla grandis subsp. grandis","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"1036","2559","Pungitius hellenicus","Deletion","Pungitius hellenicus Stephanidis, 1971","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1037","5808","Pungitius platygaster","Deletion","Pungitius platygaster (Kessler, 1859)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1038","5809","Pungitius pungitius","Deletion","Pungitius pungitius (Linnaeus, 1758)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1039","6309","Pusa hispida hispida","Deletion","Pusa hispida hispida (Schreber, 1775)","Accepted","Pusa hispida","(Schreber, 1775)","6305","Pusa hispida hispida","Remains","Accepted - Remains","SPECIES:Pusa hispida (Schreber, 1775)|GENUS:Pusa Scopoli, 1771|FAMILY:Phocidae Gray, 1821|SUBORDER:Caniformia Kretzoi, 1938|ORDER:Carnivora Bowdich, 1821|INFRACLASS:Eutheria Gill, 1872|SUBCLASS:Theria Parker & Haswell, 1897|CLASS:Mammalia Linnaeus, 1758|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"1040","6308","Pusa hispida ladogensis","Deletion","Pusa hispida ladogensis (Nordquist, 1899)","Accepted","Pusa hispida","(Nordquist, 1899)","6305","Pusa hispida ladogensis","Remains","Accepted - Remains","SPECIES:Pusa hispida (Schreber, 1775)|GENUS:Pusa Scopoli, 1771|FAMILY:Phocidae Gray, 1821|SUBORDER:Caniformia Kretzoi, 1938|ORDER:Carnivora Bowdich, 1821|INFRACLASS:Eutheria Gill, 1872|SUBCLASS:Theria Parker & Haswell, 1897|CLASS:Mammalia Linnaeus, 1758|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"1041","6103","Putoris putoris","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"1042","6141","Putorius eversmani","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"1043","5810","Raja clavata","Deletion","Raja clavata Linnaeus, 1758","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1044","5811","Rana arvalis arvalis","Deletion","Rana arvalis Nilsson, 1842","Synonym","Rana arvalis","Nilsson, 1842","1214","Rana arvalis","Remains","Synonym - Remains","SPECIES:Rana arvalis Nilsson, 1842|GENUS:Rana Linnaeus, 1758|FAMILY:Ranidae Batsch, 1796|ORDER:Anura|CLASS:Amphibia|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"1045","5812","Rana arvalis wolterstorffi","Deletion","Rana arvalis Nilsson, 1842","Synonym","Rana arvalis","Fejérváry, 1919","1214","Rana arvalis","Remains","Synonym - Remains","SPECIES:Rana arvalis Nilsson, 1842|GENUS:Rana Linnaeus, 1758|FAMILY:Ranidae Batsch, 1796|ORDER:Anura|CLASS:Amphibia|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"1046","5360","Rana bedriagae","Deletion","Pelophylax bedriagae (Camerano, 1882)","Synonym","Pelophylax bedriagae","Camerano, 1882","6990","Pelophylax bedriagae","Addition","Synonym - Addition","SPECIES:Pelophylax bedriagae (Camerano, 1882)|GENUS:Pelophylax Fitzinger, 1843|FAMILY:Ranidae Batsch, 1796|ORDER:Anura|CLASS:Amphibia|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"1047","5362","Rana cerigensis","Deletion","Pelophylax cerigensis (Beerli, Hotz, Tunner, Heppich & Uzzell, 1994)","Synonym","Pelophylax cerigensis","Beerli, Hotz, Tunner, Heppich & Uzzell, 1994","6992","Pelophylax cerigensis","Addition","Synonym - Addition","SPECIES:Pelophylax cerigensis (Beerli, Hotz, Tunner, Heppich & Uzzell, 1994)|GENUS:Pelophylax Fitzinger, 1843|FAMILY:Ranidae Batsch, 1796|ORDER:Anura|CLASS:Amphibia|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"1048","5361","Rana cretensis","Deletion","Pelophylax cretensis (Beerli, Hotz, Tunner, Heppich & Uzzell, 1994)","Synonym","Pelophylax cretensis","Beerli, Hotz, Tunner, Heppich & Uzzell, 1994","6991","Pelophylax cretensis","Addition","Synonym - Addition","SPECIES:Pelophylax cretensis (Beerli, Hotz, Tunner, Heppich & Uzzell, 1994)|GENUS:Pelophylax Fitzinger, 1843|FAMILY:Ranidae Batsch, 1796|ORDER:Anura|CLASS:Amphibia|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"1049","1210","Rana esculenta","Deletion","Pelophylax lessonae (Camerano, 1882)","Synonym","Pelophylax lessonae","Linnaeus, 1758","6981","Pelophylax lessonae","Addition","Synonym - Addition","SPECIES:Pelophylax lessonae (Camerano, 1882)|GENUS:Pelophylax Fitzinger, 1843|FAMILY:Ranidae Batsch, 1796|ORDER:Anura|CLASS:Amphibia|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"1050","5363","Rana kurtmuelleri","Deletion","Pelophylax kurtmuelleri (Gayda, 1940)","Synonym","Pelophylax kurtmuelleri","Gayda, 1940","6954","Pelophylax kurtmuelleri","Addition","Synonym - Addition","SPECIES:Pelophylax kurtmuelleri (Gayda, 1940)|GENUS:Pelophylax Fitzinger, 1843|FAMILY:Ranidae Batsch, 1796|ORDER:Anura|CLASS:Amphibia|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"1051","1207","Rana lessonae","Deletion","Pelophylax lessonae (Camerano, 1882)","Synonym","Pelophylax lessonae","Camerano, 1882","6981","Pelophylax lessonae","Addition","Synonym - Addition","SPECIES:Pelophylax lessonae (Camerano, 1882)|GENUS:Pelophylax Fitzinger, 1843|FAMILY:Ranidae Batsch, 1796|ORDER:Anura|CLASS:Amphibia|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"1052","1211","Rana perezi","Deletion","Pelophylax perezi (López-Seoane, 1885)","Synonym","Pelophylax perezi","López-Seoane, 1885","6945","Pelophylax perezi","Addition","Synonym - Addition","SPECIES:Pelophylax perezi (López-Seoane, 1885)|GENUS:Pelophylax Fitzinger, 1843|FAMILY:Ranidae Batsch, 1796|ORDER:Anura|CLASS:Amphibia|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"1053","1212","Rana ridibunda","Deletion","Pelophylax ridibundus (Pallas, 1771)","Synonym","Pelophylax ridibundus","Pallas, 1771","6938","Pelophylax ridibundus","Addition","Synonym - Addition","SPECIES:Pelophylax ridibundus (Pallas, 1771)|GENUS:Pelophylax Fitzinger, 1843|FAMILY:Ranidae Batsch, 1796|ORDER:Anura|CLASS:Amphibia|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"1054","5814","Rana saharica","Deletion","Pelophylax saharicus (Boulenger in Hartert, 1913)","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"1055","5815","Rattus norvegicus","Deletion","Rattus norvegicus (Berkenhout, 1769)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1056","5816","Rattus rattus","Deletion","Rattus rattus (Linnaeus, 1758)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1057","1515","Reseda decursiva","Deletion","Reseda decursiva Forssk.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1058","6221","Rhaponticum centauroides","Deletion","Rhaponticum centauroides (L.) O. Bolòs","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1059","5817","Rhinolophus ferrumequinum ferrumequinum","Deletion","Rhinolophus ferrumequinum ferrumequinum (Schreber, 1774)","Accepted","Rhinolophus ferrumequinum","(Schreber, 1774)","1304","Rhinolophus ferrumequinum ferrumequinum","Remains","Accepted - Remains","SPECIES:Rhinolophus ferrumequinum (Schreber, 1774)|GENUS:Rhinolophus Lacépède, 1799|FAMILY:Rhinolophidae Gray, 1825|SUPERFAMILY:Rhinolophoidea Gray, 1825|SUBORDER:Yinpterochiroptera Springer, Teeling, Madsen, Stanhope & Jong, 2001|ORDER:Chiroptera Blumenbach, 1779|INFRACLASS:Eutheria Gill, 1872|SUBCLASS:Theria Parker & Haswell, 1897|CLASS:Mammalia Linnaeus, 1758|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"1060","6314","Rhodeus amarus meridionalis","Deletion","Rhodeus amarus (Bloch, 1782)","Misapplied","Rhodeus amarus","()","5339","Rhodeus amarus","Remains","Misapplied - Remains","SPECIES:Rhodeus amarus (Bloch, 1782)|GENUS:Rhodeus|FAMILY:Cyprinidae|ORDER:Cypriniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"1061","2528","Rhodeus sericeus","Deletion","Rhodeus sericeus (Pallas, 1776)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1062","6300","Rhynchosinapis monensis subsp. recurvata","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"1063","5327","Romanogobio banaticus","Deletion","Romanogobio banaticus (Bănărescu, 1960)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1064","6183","Rosmarinus eriocalix","Deletion","Salvia jordanii J.B.Walker","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"1065","1533","Rubus genevierii subsp. herminicus","Deletion","Rubus bracteatus Boreau","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"1066","5819","Rupicapra rupicapra carpatica","Deletion","Rupicapra rupicapra carpatica Coutourier, 1938","Accepted","Rupicapra rupicapra","Coutourier, 1938","1369","Rupicapra rupicapra carpatica","Remains","Accepted - Remains","SPECIES:Rupicapra rupicapra (Linnaeus, 1758)|GENUS:Rupicapra Blainville, 1816|SUBFAMILY:Caprinae Gray, 1821|FAMILY:Bovidae Gray, 1821|ORDER:Artiodactyla Owen, 1848|INFRACLASS:Eutheria Gill, 1872|SUBCLASS:Theria Parker & Haswell, 1897|CLASS:Mammalia Linnaeus, 1758|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"1067","6250","Rupicapra rupicapra ornata","Deletion","Rupicapra pyrenaica ornata Neumann, 1899","Synonym","Rupicapra pyrenaica","Neumann, 1899","5178","Rupicapra pyrenaica ornata","Remains","Synonym - Remains","SUBSPECIES:Rupicapra pyrenaica ornata Neumann, 1899|SPECIES:Rupicapra pyrenaica Bonaparte, 1845|GENUS:Rupicapra Blainville, 1816|SUBFAMILY:Caprinae Gray, 1821|FAMILY:Bovidae Gray, 1821|ORDER:Artiodactyla Owen, 1848|INFRACLASS:Eutheria Gill, 1872|SUBCLASS:Theria Parker & Haswell, 1897|CLASS:Mammalia Linnaeus, 1758|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"1068","5820","Rupicapra rupicapra rupicapra","Deletion","Rupicapra rupicapra rupicapra (Linnaeus, 1758)","Accepted","Rupicapra rupicapra","(Linnaeus, 1758)","1369","Rupicapra rupicapra rupicapra","Remains","Accepted - Remains","SPECIES:Rupicapra rupicapra (Linnaeus, 1758)|GENUS:Rupicapra Blainville, 1816|SUBFAMILY:Caprinae Gray, 1821|FAMILY:Bovidae Gray, 1821|ORDER:Artiodactyla Owen, 1848|INFRACLASS:Eutheria Gill, 1872|SUBCLASS:Theria Parker & Haswell, 1897|CLASS:Mammalia Linnaeus, 1758|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"1069","1123","Rutilus alburnoides","Deletion","Squalius alburnoides (Steindachner, 1866)","Synonym","Squalius alburnoides","(Steindachner, 1866)","6975","Squalius alburnoides","Addition","Synonym - Addition","SPECIES:Squalius alburnoides (Steindachner, 1866)|GENUS:Squalius|FAMILY:Cyprinidae|ORDER:Cypriniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"1070","1127","Rutilus arcasii","Deletion","Achondrostoma arcasii (Steindachner, 1866)","Synonym","Achondrostoma arcasii","(Steindachner, 1866)","6155","Achondrostoma arcasii","Remains","Synonym - Remains","SPECIES:Achondrostoma arcasii (Steindachner, 1866)|GENUS:Achondrostoma|FAMILY:Cyprinidae|ORDER:Cypriniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"1071","5821","Rutilus aula","Deletion","Leucos aula (Bonaparte, 1841)","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"1072","6008","Rutilus erythrophthalmus","Deletion","Leucos aula (Bonaparte, 1841)","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"1073","2529","Rutilus frisii","Deletion","Rutilus frisii (Nordmann, 1840)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1074","1139","Rutilus frisii meidingeri","Deletion","Rutilus meidingeri (Heckel, 1851)","Synonym","Rutilus meidingeri","(Heckel, 1851)","6146","Rutilus meidingeri","Remains","Synonym - Remains","SPECIES:Rutilus meidingeri (Heckel, 1851)|GENUS:Rutilus|FAMILY:Cyprinidae|ORDER:Cypriniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"1075","6075","Rutilus pigus virgo","Deletion","Rutilus virgo (Heckel, 1852)","Synonym","Rutilus virgo","(Heckel, 1852)","5345","Rutilus virgo","Remains","Synonym - Remains","SPECIES:Rutilus virgo (Heckel, 1852)|GENUS:Rutilus|FAMILY:Cyprinidae|ORDER:Cypriniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"1076","5822","Rutilus rutilus","Deletion","Rutilus rutilus (Linnaeus, 1758)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1077","5967","Sabanejewia aurata bulgarica","Deletion","Sabanejewia bulgarica (Drensky, 1928)","Synonym","Sabanejewia bulgarica","(Dresky, 1928)","5347","Sabanejewia bulgarica","Remains","Synonym - Remains","SPECIES:Sabanejewia bulgarica (Drensky, 1928)|GENUS:Sabanejewia|FAMILY:Cobitidae|ORDER:Cypriniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"1078","5823","Sabanejewia romanica","Deletion","Sabanejewia romanica (Băcescu, 1943)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1079","5824","Salamandra algira","Deletion","Salamandra algira Bedriaga, 1883","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1080","6253","Salamandra luschani","Deletion","Lyciasalamandra luschani (Steindachner, 1891)","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"1081","2351","Salamandra salamandra","Deletion","Salamandra salamandra (Linnaeus, 1758)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1082","5367","Salamandrina perspicillata","Deletion","Salamandrina perspicillata (Savi, 1821)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1083","5825","Salaria fluviatilis","Deletion","Salaria fluviatilis (Asso, 1801)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1084","5826","Salaria pavo","Deletion","Salaria pavo (Risso, 1810)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1085","5827","Salmo carpio","Deletion","Salmo carpio Linnaeus, 1758","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1086","5351","Salmo dentex","Deletion","Salmo dentex (Heckel, 1851)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1087","6000","Salmo gairdneri","Deletion","Oncorhynchus mykiss (Walbaum, 1792)","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"1088","5829","Salmo labrax","Deletion","Salmo labrax Pallas, 1814","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1089","6074","Salmo salar sebago","Deletion","Salmo salar Linnaeus, 1758","Synonym","Salmo salar","Girard, 1853","1106","Salmo salar","Remains","Synonym - Remains","SPECIES:Salmo salar Linnaeus, 1758|GENUS:Salmo|FAMILY:Salmonidae|ORDER:Salmoniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"1090","5830","Salmo trutta","Deletion","Salmo trutta Linnaeus, 1758","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1091","6011","Salmo trutta labrax","Deletion","Salmo labrax Pallas, 1814","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"1092","6262","Salmo trutta trutta","Deletion","Salmo trutta Linnaeus, 1758","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"1093","5831","Salmo trutta x marmoratus","Deletion","Salmo marmoratus Cuvier, 1829","Synonym","Salmo marmoratus","Cuvier, 1829","1107","Salmo marmoratus","Remains","Synonym - Remains","SPECIES:Salmo marmoratus Cuvier, 1829|GENUS:Salmo|FAMILY:Salmonidae|ORDER:Salmoniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota"
"1094","5832","Salvelinus alpinus","Deletion","Salvelinus alpinus (Linnaeus, 1758)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1095","5833","Salvelinus fontinalis","Deletion","Salvelinus fontinalis (Mitchill, 1814)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1096","6067","Salvelinus salvelinus","Deletion","Salvelinus umbla (Linnaeus, 1758)","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"1097","5955","Salvelinus umbla","Deletion","Salvelinus umbla (Linnaeus, 1758)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1098","1745","Sambucus palmensis","Deletion","Sambucus palmensis Link","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1099","5834","Sander lucioperca","Deletion","Sander lucioperca (Linnaeus, 1758)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1100","5835","Sander volgensis","Deletion","Sander volgensis (Gmelin, 1789)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1101","5836","Sarda sarda","Deletion","Sarda sarda (Bloch, 1793)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1102","5837","Sardinella aurita","Deletion","Sardinella aurita Valenciennes, 1847","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1103","1394","Scapania massalongii","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"1104","5838","Scardinius erythrophthalmus","Deletion","Scardinius erythrophthalmus (Linnaeus, 1758)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1105","6016","Scardinius racovitzai","Deletion","Scardinius racovitzai Müller, 1958","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1106","3027","Sciaena umbra","Deletion","Sciaena umbra Linnaeus, 1758","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1107","6160","Scilla lochiae","Deletion","Scilla lochiae (Meikle) Speta","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1108","6112","Sciuropterus russicus","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"1109","2607","Sciurus vulgaris","Deletion","Sciurus (Sciurus) vulgaris Linnaeus, 1758","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1110","6131","Sciurus vulgaris linnaeus","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"1111","5839","Scomber colias","Deletion","Scomber colias Gmelin, 1789","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1112","5840","Scomber scombrus","Deletion","Scomber scombrus Linnaeus, 1758","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1113","6007","Scophthalmus maximus","Deletion","Scophthalmus maximus (Linnaeus, 1758)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1114","6068","Scorpaena maderensis","Deletion","Scorpaena maderensis Valenciennes, 1833","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1115","5956","Scorpaena madurensis","Deletion","Scorpaena maderensis Valenciennes, 1833","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"1116","5841","Scorpaena porcus","Deletion","Scorpaena porcus Linnaeus, 1758","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1117","5842","Scorpaena scrofa","Deletion","Scorpaena scrofa Linnaeus, 1758","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1118","1708","Scrophularia grandiflora subsp. grandiflora","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"1119","6239","Semele androgyna var. androgyna","Deletion","Semele androgyna subsp. androgyna","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1120","1804","Senecio elodes","Deletion","Tephroseris elodes subsp. elodes","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"1121","1974","Senecio jacobaea subsp. gotlandicus","Deletion","Jacobaea vulgaris subsp. gotlandica (Neuman) B. Nord.","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"1122","6240","Senecio pyrenaicus subsp. caespitosus","Deletion","Senecio pyrenaicus L.","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"1123","5843","Serranus atricauda","Deletion","Serranus atricauda Günther, 1874","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1124","5844","Serranus cabrilla","Deletion","Serranus cabrilla (Linnaeus, 1758)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1125","5845","Serranus scriba","Deletion","Serranus scriba (Linnaeus, 1758)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
