"providedScientificName","matchRemark","taxonId","acceptedTaxonId","parentTaxonId","scientificName","canonicalName","authorship","status","acceptedScientificName","classification","kingdom","phylum","class","order","family","genus"
"Rana perezi","","7936C","76CHM","76CHM","Rana perezi López-Seoane, 1885","Rana perezi","López-Seoane, 1885","synonym","Pelophylax perezi (López-Seoane, 1885)","SPECIES:Pelophylax perezi (López-Seoane, 1885)|GENUS:Pelophylax Fitzinger, 1843|FAMILY:Ranidae Batsch, 1796|ORDER:Anura|CLASS:Amphibia|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Amphibia","Anura","Ranidae Batsch, 1796","Pelophylax Fitzinger, 1843"
"Rana ridibunda","","7938M","76CHR","76CHR","Rana ridibunda Pallas, 1771","Rana ridibunda","Pallas, 1771","synonym","Pelophylax ridibundus (Pallas, 1771)","SPECIES:Pelophylax ridibundus (Pallas, 1771)|GENUS:Pelophylax Fitzinger, 1843|FAMILY:Ranidae Batsch, 1796|ORDER:Anura|CLASS:Amphibia|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Amphibia","Anura","Ranidae Batsch, 1796","Pelophylax Fitzinger, 1843"
"Rana saharica","","6X2WR","76CHS","76CHS","Rana saharica Boulenger in Hartert, 1913","Rana saharica","Boulenger in Hartert, 1913","synonym","Pelophylax saharicus (Boulenger in Hartert, 1913)","SPECIES:Pelophylax saharicus (Boulenger in Hartert, 1913)|GENUS:Pelophylax Fitzinger, 1843|FAMILY:Ranidae Batsch, 1796|ORDER:Anura|CLASS:Amphibia|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Amphibia","Anura","Ranidae Batsch, 1796","Pelophylax Fitzinger, 1843"
"Rattus norvegicus","","4RM67","4RM67","63QK6","Rattus norvegicus (Berkenhout, 1769)","Rattus norvegicus","(Berkenhout, 1769)","accepted","Rattus norvegicus (Berkenhout, 1769)","GENUS:Rattus Fischer, 1803|SUBFAMILY:Murinae Illiger, 1811|FAMILY:Muridae Illiger, 1811|SUPERFAMILY:Muroidea Illiger, 1811|SUBORDER:Myomorpha Brandt, 1855|ORDER:Rodentia Bowdich, 1821|INFRACLASS:Eutheria Gill, 1872|SUBCLASS:Theria Parker & Haswell, 1897|CLASS:Mammalia Linnaeus, 1758|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Mammalia Linnaeus, 1758","Rodentia Bowdich, 1821","Muridae Illiger, 1811","Rattus Fischer, 1803"
"Rattus rattus","","4RM6W","4RM6W","63QK6","Rattus rattus (Linnaeus, 1758)","Rattus rattus","(Linnaeus, 1758)","accepted","Rattus rattus (Linnaeus, 1758)","GENUS:Rattus Fischer, 1803|SUBFAMILY:Murinae Illiger, 1811|FAMILY:Muridae Illiger, 1811|SUPERFAMILY:Muroidea Illiger, 1811|SUBORDER:Myomorpha Brandt, 1855|ORDER:Rodentia Bowdich, 1821|INFRACLASS:Eutheria Gill, 1872|SUBCLASS:Theria Parker & Haswell, 1897|CLASS:Mammalia Linnaeus, 1758|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Mammalia Linnaeus, 1758","Rodentia Bowdich, 1821","Muridae Illiger, 1811","Rattus Fischer, 1803"
"Reseda decursiva","","78SP2","78SP2","77ST","Reseda decursiva Forssk.","Reseda decursiva","Forssk.","accepted","Reseda decursiva Forssk.","GENUS:Reseda L.|FAMILY:Resedaceae Martinov|ORDER:Brassicales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|KINGDOM:Plantae|UNRANKED:Biota","Plantae","Tracheophyta","Magnoliopsida","Brassicales Bromhead","Resedaceae Martinov","Reseda L."
"Rhaponticum centauroides","","4S5CY","4S5CY","BV8X2","Rhaponticum centauroides (L.) O. Bolòs","Rhaponticum centauroides","(L.) O. Bolòs","accepted","Rhaponticum centauroides (L.) O. Bolòs","GENUS:Rhaponticum Vaill. ex Ludw.|SUBFAMILY:Carduoideae Cass. ex Sweet|FAMILY:Asteraceae Dumort.|ORDER:Asterales|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|KINGDOM:Plantae|UNRANKED:Biota","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae Dumort.","Rhaponticum Vaill. ex Ludw."
"Rhinolophus ferrumequinum ferrumequinum","","BNYT4","BNYT4","4S97C","Rhinolophus ferrumequinum ferrumequinum (Schreber, 1774)","Rhinolophus ferrumequinum ferrumequinum","(Schreber, 1774)","accepted","Rhinolophus ferrumequinum ferrumequinum (Schreber, 1774)","SPECIES:Rhinolophus ferrumequinum (Schreber, 1774)|GENUS:Rhinolophus Lacépède, 1799|FAMILY:Rhinolophidae Gray, 1825|SUPERFAMILY:Rhinolophoidea Gray, 1825|SUBORDER:Yinpterochiroptera Springer, Teeling, Madsen, Stanhope & Jong, 2001|ORDER:Chiroptera Blumenbach, 1779|INFRACLASS:Eutheria Gill, 1872|SUBCLASS:Theria Parker & Haswell, 1897|CLASS:Mammalia Linnaeus, 1758|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Mammalia Linnaeus, 1758","Chiroptera Blumenbach, 1779","Rhinolophidae Gray, 1825","Rhinolophus Lacépède, 1799"
"Rhodeus amarus meridionalis","","8VH34","6X6ZT","6X6ZT","Rhodeus amarus meridionalis () non Karaman, 1924","Rhodeus amarus meridionalis","()","misapplied","Rhodeus amarus (Bloch, 1782)","SPECIES:Rhodeus amarus (Bloch, 1782)|GENUS:Rhodeus|FAMILY:Cyprinidae|ORDER:Cypriniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Rhodeus"
"Rhodeus sericeus","","796MF","796MF","CBZ95","Rhodeus sericeus (Pallas, 1776)","Rhodeus sericeus","(Pallas, 1776)","accepted","Rhodeus sericeus (Pallas, 1776)","GENUS:Rhodeus|FAMILY:Cyprinidae|ORDER:Cypriniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Rhodeus"
"Rhynchosinapis monensis subsp. recurvata","","","","","","","","","","","","","","","",""
"Romanogobio banaticus","","798MC","798MC","C9ZP3","Romanogobio banaticus (Bănărescu, 1960)","Romanogobio banaticus","(Bănărescu, 1960)","accepted","Romanogobio banaticus (Bănărescu, 1960)","GENUS:Romanogobio|FAMILY:Cyprinidae|ORDER:Cypriniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Romanogobio"
"Rosmarinus eriocalix","","8X4SX","8X57X","8X57X","Rosmarinus eriocalyx Jord. & Fourr.","Rosmarinus eriocalyx","Jord. & Fourr.","synonym","Salvia jordanii J.B.Walker","SPECIES:Salvia jordanii J.B.Walker|GENUS:Salvia L.|FAMILY:Lamiaceae|ORDER:Lamiales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|KINGDOM:Plantae|UNRANKED:Biota","Plantae","Tracheophyta","Magnoliopsida","Lamiales Bromhead","Lamiaceae","Salvia L."
"Rubus genevierii subsp. herminicus","","BR4KY","9KRPV","9KRPV","Rubus genevieri subsp. herminicus (Samp.) Cout.","Rubus genevieri subsp. herminicus","(Samp.) Cout.","synonym","Rubus bracteatus Boreau","SPECIES:Rubus bracteatus Boreau|GENUS:Rubus L.|SUBFAMILY:Rosoideae Arn.|FAMILY:Rosaceae Juss.|ORDER:Rosales Bercht. & J. Presl|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|KINGDOM:Plantae|UNRANKED:Biota","Plantae","Tracheophyta","Magnoliopsida","Rosales Bercht. & J. Presl","Rosaceae Juss.","Rubus L."
"Rupicapra rupicapra carpatica","","BNZDY","BNZDY","4TQLC","Rupicapra rupicapra carpatica Coutourier, 1938","Rupicapra rupicapra carpatica","Coutourier, 1938","accepted","Rupicapra rupicapra carpatica Coutourier, 1938","SPECIES:Rupicapra rupicapra (Linnaeus, 1758)|GENUS:Rupicapra Blainville, 1816|SUBFAMILY:Caprinae Gray, 1821|FAMILY:Bovidae Gray, 1821|ORDER:Artiodactyla Owen, 1848|INFRACLASS:Eutheria Gill, 1872|SUBCLASS:Theria Parker & Haswell, 1897|CLASS:Mammalia Linnaeus, 1758|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Mammalia Linnaeus, 1758","Artiodactyla Owen, 1848","Bovidae Gray, 1821","Rupicapra Blainville, 1816"
"Rupicapra rupicapra ornata","","5KYJD","BNZDV","BNZDV","Rupicapra rupicapra ornata Neumann, 1899","Rupicapra rupicapra ornata","Neumann, 1899","synonym","Rupicapra pyrenaica ornata Neumann, 1899","SUBSPECIES:Rupicapra pyrenaica ornata Neumann, 1899|SPECIES:Rupicapra pyrenaica Bonaparte, 1845|GENUS:Rupicapra Blainville, 1816|SUBFAMILY:Caprinae Gray, 1821|FAMILY:Bovidae Gray, 1821|ORDER:Artiodactyla Owen, 1848|INFRACLASS:Eutheria Gill, 1872|SUBCLASS:Theria Parker & Haswell, 1897|CLASS:Mammalia Linnaeus, 1758|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Mammalia Linnaeus, 1758","Artiodactyla Owen, 1848","Bovidae Gray, 1821","Rupicapra Blainville, 1816"
"Rupicapra rupicapra rupicapra","","BNZDZ","BNZDZ","4TQLC","Rupicapra rupicapra rupicapra (Linnaeus, 1758)","Rupicapra rupicapra rupicapra","(Linnaeus, 1758)","accepted","Rupicapra rupicapra rupicapra (Linnaeus, 1758)","SPECIES:Rupicapra rupicapra (Linnaeus, 1758)|GENUS:Rupicapra Blainville, 1816|SUBFAMILY:Caprinae Gray, 1821|FAMILY:Bovidae Gray, 1821|ORDER:Artiodactyla Owen, 1848|INFRACLASS:Eutheria Gill, 1872|SUBCLASS:Theria Parker & Haswell, 1897|CLASS:Mammalia Linnaeus, 1758|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Mammalia Linnaeus, 1758","Artiodactyla Owen, 1848","Bovidae Gray, 1821","Rupicapra Blainville, 1816"
"Rutilus alburnoides","","4TTGP","6ZDZL","6ZDZL","Rutilus alburnoides (Steindachner, 1866)","Rutilus alburnoides","(Steindachner, 1866)","synonym","Squalius alburnoides (Steindachner, 1866)","SPECIES:Squalius alburnoides (Steindachner, 1866)|GENUS:Squalius|FAMILY:Cyprinidae|ORDER:Cypriniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Squalius"
"Rutilus arcasii","","78YV7","98C8","98C8","Rutilus arcasii (Steindachner, 1866)","Rutilus arcasii","(Steindachner, 1866)","synonym","Achondrostoma arcasii (Steindachner, 1866)","SPECIES:Achondrostoma arcasii (Steindachner, 1866)|GENUS:Achondrostoma|FAMILY:Cyprinidae|ORDER:Cypriniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Achondrostoma"
"Rutilus aula","","4TTGW","725YR","725YR","Rutilus aula (Bonaparte, 1841)","Rutilus aula","(Bonaparte, 1841)","synonym","Leucos aula (Bonaparte, 1841)","SPECIES:Leucos aula (Bonaparte, 1841)|GENUS:Leucos|FAMILY:Cyprinidae|ORDER:Cypriniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Leucos"
"Rutilus erythrophthalmus","","4TTH4","725YR","725YR","Rutilus erythrophthalmus Zerunian, 1982","Rutilus erythrophthalmus","Zerunian, 1982","synonym","Leucos aula (Bonaparte, 1841)","SPECIES:Leucos aula (Bonaparte, 1841)|GENUS:Leucos|FAMILY:Cyprinidae|ORDER:Cypriniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Leucos"
"Rutilus frisii","","4TTH5","4TTH5","CC2JV","Rutilus frisii (Nordmann, 1840)","Rutilus frisii","(Nordmann, 1840)","accepted","Rutilus frisii (Nordmann, 1840)","GENUS:Rutilus|FAMILY:Cyprinidae|ORDER:Cypriniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Rutilus"
"Rutilus frisii meidingeri","","9WV63","4TTHH","4TTHH","Rutilus frisi meidingeri (Heckel, 1851)","Rutilus frisi meidingeri","(Heckel, 1851)","synonym","Rutilus meidingeri (Heckel, 1851)","SPECIES:Rutilus meidingeri (Heckel, 1851)|GENUS:Rutilus|FAMILY:Cyprinidae|ORDER:Cypriniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Rutilus"
"Rutilus pigus virgo","","C5HHX","4TTJ3","4TTJ3","Rutilus pigus virgo (Heckel, 1852)","Rutilus pigus virgo","(Heckel, 1852)","synonym","Rutilus virgo (Heckel, 1852)","SPECIES:Rutilus virgo (Heckel, 1852)|GENUS:Rutilus|FAMILY:Cyprinidae|ORDER:Cypriniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Rutilus"
"Rutilus rutilus","","4TTHT","4TTHT","CC2JV","Rutilus rutilus (Linnaeus, 1758)","Rutilus rutilus","(Linnaeus, 1758)","accepted","Rutilus rutilus (Linnaeus, 1758)","GENUS:Rutilus|FAMILY:Cyprinidae|ORDER:Cypriniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Rutilus"
"Sabanejewia aurata bulgarica","","5KYPV","6WZ2L","6WZ2L","Sabanejewia aurata bulgarica (Dresky, 1928)","Sabanejewia aurata bulgarica","(Dresky, 1928)","synonym","Sabanejewia bulgarica (Drensky, 1928)","SPECIES:Sabanejewia bulgarica (Drensky, 1928)|GENUS:Sabanejewia|FAMILY:Cobitidae|ORDER:Cypriniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Cypriniformes","Cobitidae","Sabanejewia"
"Sabanejewia romanica","","78YQK","78YQK","CCH8J","Sabanejewia romanica (Băcescu, 1943)","Sabanejewia romanica","(Băcescu, 1943)","accepted","Sabanejewia romanica (Băcescu, 1943)","GENUS:Sabanejewia|FAMILY:Cobitidae|ORDER:Cypriniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Cypriniformes","Cobitidae","Sabanejewia"
"Salamandra algira","","78ZML","78ZML","7BSB","Salamandra algira Bedriaga, 1883","Salamandra algira","Bedriaga, 1883","accepted","Salamandra algira Bedriaga, 1883","GENUS:Salamandra Garsault, 1764|SUBFAMILY:Salamandrinae Goldfuss, 1820|FAMILY:Salamandridae Goldfuss, 1820|ORDER:Caudata|CLASS:Amphibia|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Amphibia","Caudata","Salamandridae Goldfuss, 1820","Salamandra Garsault, 1764"
"Salamandra luschani","","6WZLK","6QPFN","6QPFN","Salamandra luschani (Steindachner, 1891)","Salamandra luschani","(Steindachner, 1891)","synonym","Lyciasalamandra luschani (Steindachner, 1891)","SPECIES:Lyciasalamandra luschani (Steindachner, 1891)|GENUS:Lyciasalamandra Veith & Steinfartz, 2004|SUBFAMILY:Salamandrinae Goldfuss, 1820|FAMILY:Salamandridae Goldfuss, 1820|ORDER:Caudata|CLASS:Amphibia|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Amphibia","Caudata","Salamandridae Goldfuss, 1820","Lyciasalamandra Veith & Steinfartz, 2004"
"Salamandra salamandra","","6XB2G","6XB2G","7BSB","Salamandra salamandra (Linnaeus, 1758)","Salamandra salamandra","(Linnaeus, 1758)","accepted","Salamandra salamandra (Linnaeus, 1758)","GENUS:Salamandra Garsault, 1764|SUBFAMILY:Salamandrinae Goldfuss, 1820|FAMILY:Salamandridae Goldfuss, 1820|ORDER:Caudata|CLASS:Amphibia|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Amphibia","Caudata","Salamandridae Goldfuss, 1820","Salamandra Garsault, 1764"
"Salamandrina perspicillata","","6XBLP","6XBLP","63RN3","Salamandrina perspicillata (Savi, 1821)","Salamandrina perspicillata","(Savi, 1821)","accepted","Salamandrina perspicillata (Savi, 1821)","GENUS:Salamandrina Fitzinger, 1826|SUBFAMILY:Salamandrininae Fitzinger, 1843|FAMILY:Salamandridae Goldfuss, 1820|ORDER:Caudata|CLASS:Amphibia|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Amphibia","Caudata","Salamandridae Goldfuss, 1820","Salamandrina Fitzinger, 1826"
"Salaria fluviatilis","","6XBLD","6XBLD","CCHC5","Salaria fluviatilis (Asso, 1801)","Salaria fluviatilis","(Asso, 1801)","accepted","Salaria fluviatilis (Asso, 1801)","GENUS:Salaria|FAMILY:Blenniidae|ORDER:Perciformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Perciformes","Blenniidae","Salaria"
"Salaria pavo","","79BLD","79BLD","CCHC5","Salaria pavo (Risso, 1810)","Salaria pavo","(Risso, 1810)","accepted","Salaria pavo (Risso, 1810)","GENUS:Salaria|FAMILY:Blenniidae|ORDER:Perciformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Perciformes","Blenniidae","Salaria"
"Salmo carpio","","79CVD","79CVD","CCHCN","Salmo carpio Linnaeus, 1758","Salmo carpio","Linnaeus, 1758","accepted","Salmo carpio Linnaeus, 1758","GENUS:Salmo|FAMILY:Salmonidae|ORDER:Salmoniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo"
"Salmo dentex","","79CVN","79CVN","CCHCN","Salmo dentex (Heckel, 1851)","Salmo dentex","(Heckel, 1851)","accepted","Salmo dentex (Heckel, 1851)","GENUS:Salmo|FAMILY:Salmonidae|ORDER:Salmoniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo"
"Salmo gairdneri","","CJG6M","49JFF","49JFF","Salmo gairdneri Richardson, 1836","Salmo gairdneri","Richardson, 1836","synonym","Oncorhynchus mykiss (Walbaum, 1792)","SPECIES:Oncorhynchus mykiss (Walbaum, 1792)|GENUS:Oncorhynchus|FAMILY:Salmonidae|ORDER:Salmoniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus"
"Salmo labrax","","79CYG","79CYG","CCHCN","Salmo labrax Pallas, 1814","Salmo labrax","Pallas, 1814","accepted","Salmo labrax Pallas, 1814","GENUS:Salmo|FAMILY:Salmonidae|ORDER:Salmoniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo"
"Salmo salar sebago","","7L2JX","6XCXT","6XCXT","Salmo salar sebago Girard, 1853","Salmo salar sebago","Girard, 1853","synonym","Salmo salar Linnaeus, 1758","SPECIES:Salmo salar Linnaeus, 1758|GENUS:Salmo|FAMILY:Salmonidae|ORDER:Salmoniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo"
"Salmo trutta","","79CZL","79CZL","CCHCN","Salmo trutta Linnaeus, 1758","Salmo trutta","Linnaeus, 1758","accepted","Salmo trutta Linnaeus, 1758","GENUS:Salmo|FAMILY:Salmonidae|ORDER:Salmoniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo"
"Salmo trutta labrax","","5KZF7","79CYG","79CYG","Salmo trutta labrax Pallas, 1814","Salmo trutta labrax","Pallas, 1814","synonym","Salmo labrax Pallas, 1814","SPECIES:Salmo labrax Pallas, 1814|GENUS:Salmo|FAMILY:Salmonidae|ORDER:Salmoniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo"
"Salmo trutta trutta","","5KZFJ","79CZL","79CZL","Salmo trutta trutta Linnaeus, 1758","Salmo trutta trutta","Linnaeus, 1758","synonym","Salmo trutta Linnaeus, 1758","SPECIES:Salmo trutta Linnaeus, 1758|GENUS:Salmo|FAMILY:Salmonidae|ORDER:Salmoniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo"
"Salmo trutta x marmoratus","","5KZFD","79CYT","79CYT","Salmo trutta marmoratus Cuvier, 1829","Salmo trutta marmoratus","Cuvier, 1829","synonym","Salmo marmoratus Cuvier, 1829","SPECIES:Salmo marmoratus Cuvier, 1829|GENUS:Salmo|FAMILY:Salmonidae|ORDER:Salmoniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo"
"Salvelinus alpinus","","79G2M","79G2M","CCHCR","Salvelinus alpinus (Linnaeus, 1758)","Salvelinus alpinus","(Linnaeus, 1758)","accepted","Salvelinus alpinus (Linnaeus, 1758)","GENUS:Salvelinus|FAMILY:Salmonidae|ORDER:Salmoniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salvelinus"
