"providedScientificName","matchRemark","taxonId","acceptedTaxonId","parentTaxonId","scientificName","canonicalName","authorship","status","acceptedScientificName","classification","kingdom","phylum","class","order","family","genus"
"Polyacanthonotus rissoanus","","77T43","77T43","CBSJ3","Polyacanthonotus rissoanus (De Filippi & Verany, 1857)","Polyacanthonotus rissoanus","(De Filippi & Verany, 1857)","accepted","Polyacanthonotus rissoanus (De Filippi & Verany, 1857)","GENUS:Polyacanthonotus|FAMILY:Notacanthidae|ORDER:Notacanthiformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Notacanthiformes","Notacanthidae","Polyacanthonotus"
"Polygonum foliosum","","4L9DJ","4F9S7","4F9S7","Polygonum foliosum H. Lindb.","Polygonum foliosum","H. Lindb.","synonym","Persicaria foliosa (H. Lindb.) Kitag.","SPECIES:Persicaria foliosa (H. Lindb.) Kitag.|GENUS:Persicaria (L.) Mill.|SUBFAMILY:Polygonoideae Eaton|FAMILY:Polygonaceae Juss.|ORDER:Caryophyllales Juss. ex Bercht. & J. Presl|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|KINGDOM:Plantae|UNRANKED:Biota","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales Juss. ex Bercht. & J. Presl","Polygonaceae Juss.","Persicaria (L.) Mill."
"Pomadasys incisus","","6W6JT","6W6JT","CBR9G","Pomadasys incisus (Bowdich, 1825)","Pomadasys incisus","(Bowdich, 1825)","accepted","Pomadasys incisus (Bowdich, 1825)","GENUS:Pomadasys|FAMILY:Haemulidae|ORDER:Perciformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Perciformes","Haemulidae","Pomadasys"
"Pomatomus saltamus","","","","","","","","","","","","","","","",""
"Pomatomus saltator","","4LQWC","4LQWC","CBRBX","Pomatomus saltatrix (Linnaeus, 1766)","Pomatomus saltatrix","(Linnaeus, 1766)","accepted","Pomatomus saltatrix (Linnaeus, 1766)","GENUS:Pomatomus|FAMILY:Pomatomidae|ORDER:Perciformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Perciformes","Pomatomidae","Pomatomus"
"Pomatomus saltatrix","","4LQWC","4LQWC","CBRBX","Pomatomus saltatrix (Linnaeus, 1766)","Pomatomus saltatrix","(Linnaeus, 1766)","accepted","Pomatomus saltatrix (Linnaeus, 1766)","GENUS:Pomatomus|FAMILY:Pomatomidae|ORDER:Perciformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Perciformes","Pomatomidae","Pomatomus"
"Pomatoschistus marmoratus","","4LQXH","4LQXH","CBRC8","Pomatoschistus marmoratus (Risso, 1810)","Pomatoschistus marmoratus","(Risso, 1810)","accepted","Pomatoschistus marmoratus (Risso, 1810)","GENUS:Pomatoschistus|FAMILY:Gobiidae|ORDER:Perciformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Pomatoschistus"
"Pomatoschistus microps","","4LQXJ","4LQXJ","CBRC8","Pomatoschistus microps (Krøyer, 1838)","Pomatoschistus microps","(Krøyer, 1838)","accepted","Pomatoschistus microps (Krøyer, 1838)","GENUS:Pomatoschistus|FAMILY:Gobiidae|ORDER:Perciformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Pomatoschistus"
"Pomatoschistus minutus","","4LQXK","4LQXK","CBRC8","Pomatoschistus minutus (Pallas, 1770)","Pomatoschistus minutus","(Pallas, 1770)","accepted","Pomatoschistus minutus (Pallas, 1770)","GENUS:Pomatoschistus|FAMILY:Gobiidae|ORDER:Perciformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Pomatoschistus"
"Pomatoschistus pictus","","4LQXP","4LQXP","CBRC8","Pomatoschistus pictus (Malm, 1865)","Pomatoschistus pictus","(Malm, 1865)","accepted","Pomatoschistus pictus (Malm, 1865)","GENUS:Pomatoschistus|FAMILY:Gobiidae|ORDER:Perciformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Pomatoschistus"
"Ponticola eurycephalus","","6VVRT","6VVRT","64279","Ponticola eurycephalus (Kessler, 1874)","Ponticola eurycephalus","(Kessler, 1874)","accepted","Ponticola eurycephalus (Kessler, 1874)","GENUS:Ponticola|FAMILY:Gobiidae|ORDER:Perciformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Ponticola"
"Ponticola gorlap","","6VVS5","6VVS5","64279","Ponticola gorlap (Iljin, 1949)","Ponticola gorlap","(Iljin, 1949)","accepted","Ponticola gorlap (Iljin, 1949)","GENUS:Ponticola|FAMILY:Gobiidae|ORDER:Perciformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Ponticola"
"Ponticola ratan","","6W83T","6W83T","64279","Ponticola ratan (Nordmann, 1840)","Ponticola ratan","(Nordmann, 1840)","accepted","Ponticola ratan (Nordmann, 1840)","GENUS:Ponticola|FAMILY:Gobiidae|ORDER:Perciformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Ponticola"
"Ponticola syrman","","77VS5","77VS5","64279","Ponticola syrman (Nordmann, 1840)","Ponticola syrman","(Nordmann, 1840)","accepted","Ponticola syrman (Nordmann, 1840)","GENUS:Ponticola|FAMILY:Gobiidae|ORDER:Perciformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Ponticola"
"Primula spectabilis","","4MDFZ","4MDFZ","6VPB","Primula spectabilis Tratt.","Primula spectabilis","Tratt.","accepted","Primula spectabilis Tratt.","GENUS:Primula L.|SUBFAMILY:Primuloideae Burnett|FAMILY:Primulaceae Batsch ex Borkh.|ORDER:Ericales|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|KINGDOM:Plantae|UNRANKED:Biota","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae Batsch ex Borkh.","Primula L."
"Prionace glauca","","4MF6P","4MF6P","C972G","Prionace glauca (Linnaeus, 1758)","Prionace glauca","(Linnaeus, 1758)","accepted","Prionace glauca (Linnaeus, 1758)","GENUS:Prionace|FAMILY:Carcharhinidae|ORDER:Carcharhiniformes|CLASS:Elasmobranchii|PARVPHYLUM:Chondrichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Prionace"
"Propomacrus cypriacus","","6W9R7","CHLMH","CHLMH","Propomacrus cypriacus Alexis & Makris, 2002","Propomacrus cypriacus","Alexis & Makris, 2002","synonym","Propomacrus bimucronatus cypriacus Alexis & Makris, 2002","SUBSPECIES:Propomacrus bimucronatus cypriacus Alexis & Makris, 2002|SPECIES:Propomacrus bimucronatus (Pallas, 1781)|GENUS:Propomacrus Newman, 1836|TRIBE:Euchirini Hope, 1840|SUBFAMILY:Melolonthinae MacLeay, 1819|FAMILY:Scarabaeidae Latreille, 1802|SUPERFAMILY:Scarabaeoidea|ORDER:Coleoptera|CLASS:Insecta|PHYLUM:Arthropoda|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae Latreille, 1802","Propomacrus Newman, 1836"
"Prunus lusitanica subsp. azorica","","BNXGS","4N8P6","4N8P6","Prunus lusitanica subsp. azorica (Mouill.) Franco","Prunus lusitanica subsp. azorica","(Mouill.) Franco","synonym","Prunus azorica (Mouill.) Rivas Mart., Lousã, Fern. Prieto, E. Días, J. C. Costa & C. Aguiar","SPECIES:Prunus azorica (Mouill.) Rivas Mart., Lousã, Fern. Prieto, E. Días, J. C. Costa & C. Aguiar|GENUS:Prunus L.|SUBFAMILY:Amygdaloideae Arn.|FAMILY:Rosaceae Juss.|ORDER:Rosales Bercht. & J. Presl|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|KINGDOM:Plantae|UNRANKED:Biota","Plantae","Tracheophyta","Magnoliopsida","Rosales Bercht. & J. Presl","Rosaceae Juss.","Prunus L."
"Psammodromus algirus","","4NCLD","4NCLD","CDYR2","Psammodromus algirus (Linnaeus, 1758)","Psammodromus algirus","(Linnaeus, 1758)","accepted","Psammodromus algirus (Linnaeus, 1758)","GENUS:Psammodromus|FAMILY:Lacertidae|SUPERFAMILY:Lacertoidea|ORDER:Squamata|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","","Squamata","Lacertidae","Psammodromus"
"Psammodromus hispanicus","","4NCLJ","4NCLJ","CDYR2","Psammodromus hispanicus Fitzinger, 1826","Psammodromus hispanicus","Fitzinger, 1826","accepted","Psammodromus hispanicus Fitzinger, 1826","GENUS:Psammodromus|FAMILY:Lacertidae|SUPERFAMILY:Lacertoidea|ORDER:Squamata|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","","Squamata","Lacertidae","Psammodromus"
"Psammodromus hispanicus edwarsianus","","","","","","","","","","","","","","","",""
"Psetta maeotica","","6WCVJ","4VVCL","4VVCL","Psetta maeotica () non Pallas, 1814","Psetta maeotica","()","misapplied","Scophthalmus maximus (Linnaeus, 1758)","SPECIES:Scophthalmus maximus (Linnaeus, 1758)|GENUS:Scophthalmus|FAMILY:Scophthalmidae|ORDER:Pleuronectiformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Scophthalmidae","Scophthalmus"
"Psetta maxima","","4NGTW","4VVCL","4VVCL","Psetta maxima (Linnaeus, 1758)","Psetta maxima","(Linnaeus, 1758)","synonym","Scophthalmus maximus (Linnaeus, 1758)","SPECIES:Scophthalmus maximus (Linnaeus, 1758)|GENUS:Scophthalmus|FAMILY:Scophthalmidae|ORDER:Pleuronectiformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Scophthalmidae","Scophthalmus"
"Psetta maxima maeotica","","5KQ4B","4VVCJ","4VVCJ","Psetta maxima maeotica (Pallas, 1814)","Psetta maxima maeotica","(Pallas, 1814)","synonym","Scophthalmus maeoticus (Pallas, 1814)","SPECIES:Scophthalmus maeoticus (Pallas, 1814)|GENUS:Scophthalmus|FAMILY:Scophthalmidae|ORDER:Pleuronectiformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Scophthalmidae","Scophthalmus"
"Pseudolepidaplois scrofa","","78G4P","68M6S","68M6S","Pseudolepidaplois scrofa (Valenciennes, 1839)","Pseudolepidaplois scrofa","(Valenciennes, 1839)","synonym","Bodianus scrofa (Valenciennes, 1839)","SPECIES:Bodianus scrofa (Valenciennes, 1839)|GENUS:Bodianus|FAMILY:Labridae|ORDER:Perciformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Bodianus"
"Pseudophoxinus stymphalicus","","4P7FL","6TZFD","6TZFD","Pseudophoxinus stymphalicus (Valenciennes, 1844)","Pseudophoxinus stymphalicus","(Valenciennes, 1844)","synonym","Pelasgus stymphalicus (Valenciennes, 1844)","SPECIES:Pelasgus stymphalicus (Valenciennes, 1844)|GENUS:Pelasgus|FAMILY:Cyprinidae|ORDER:Cypriniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Pelasgus"
"Pseudopus apodus","","4P98Q","4P98Q","CDXXC","Pseudopus apodus (Pallas, 1775)","Pseudopus apodus","(Pallas, 1775)","accepted","Pseudopus apodus (Pallas, 1775)","GENUS:Pseudopus|SUBFAMILY:Anguinae|FAMILY:Anguidae|SUPERFAMILY:Diploglossa|ORDER:Squamata|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","","Squamata","Anguidae","Pseudopus"
"Pseudorasbora parva","","4P9F3","4P9F3","CBTJ8","Pseudorasbora parva (Temminck & Schlegel, 1846)","Pseudorasbora parva","(Temminck & Schlegel, 1846)","accepted","Pseudorasbora parva (Temminck & Schlegel, 1846)","GENUS:Pseudorasbora|FAMILY:Cyprinidae|ORDER:Cypriniformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Pseudorasbora"
"Puccinellia fasciculata subsp. pungens","","5KSCY","6WMLD","6WMLD","Puccinellia fasciculata subsp. pungens (Pau) W.E.Hughes","Puccinellia fasciculata subsp. pungens","(Pau) W.E.Hughes","synonym","Puccinellia fasciculata (Torr.) E.P.Bicknell","SPECIES:Puccinellia fasciculata (Torr.) E.P.Bicknell|GENUS:Puccinellia Parl.|FAMILY:Poaceae|ORDER:Poales|CLASS:Liliopsida|PHYLUM:Tracheophyta|KINGDOM:Plantae|UNRANKED:Biota","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Puccinellia Parl."
"Pulsatilla halleri subsp. slavica","","5KSJP","5KSJP","4QGTN","Pulsatilla halleri subsp. slavica (Reuss) Zämelis","Pulsatilla halleri subsp. slavica","(Reuss) Zämelis","accepted","Pulsatilla halleri subsp. slavica (Reuss) Zämelis","SPECIES:Pulsatilla halleri (All.) Willd.|GENUS:Pulsatilla Mill.|SUBFAMILY:Ranunculoideae Arn.|FAMILY:Ranunculaceae Juss.|ORDER:Ranunculales Juss. ex Bercht. & J. Presl|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|KINGDOM:Plantae|UNRANKED:Biota","Plantae","Tracheophyta","Magnoliopsida","Ranunculales Juss. ex Bercht. & J. Presl","Ranunculaceae Juss.","Pulsatilla Mill."
"Pulsatilla vulgaris subsp. grandis","","5KSKP","5KSJK","5KSJK","Pulsatilla vulgaris subsp. grandis (Wender.) Zämelis","Pulsatilla vulgaris subsp. grandis","(Wender.) Zämelis","synonym","Pulsatilla grandis subsp. grandis","SUBSPECIES:Pulsatilla grandis subsp. grandis|SPECIES:Pulsatilla grandis Wender.|GENUS:Pulsatilla Mill.|SUBFAMILY:Ranunculoideae Arn.|FAMILY:Ranunculaceae Juss.|ORDER:Ranunculales Juss. ex Bercht. & J. Presl|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|KINGDOM:Plantae|UNRANKED:Biota","Plantae","Tracheophyta","Magnoliopsida","Ranunculales Juss. ex Bercht. & J. Presl","Ranunculaceae Juss.","Pulsatilla Mill."
"Pungitius hellenicus","","4QHWP","4QHWP","CBZWM","Pungitius hellenicus Stephanidis, 1971","Pungitius hellenicus","Stephanidis, 1971","accepted","Pungitius hellenicus Stephanidis, 1971","GENUS:Pungitius|FAMILY:Gasterosteidae|ORDER:Gasterosteiformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Gasterosteiformes","Gasterosteidae","Pungitius"
"Pungitius platygaster","","4QHWS","4QHWS","CBZWM","Pungitius platygaster (Kessler, 1859)","Pungitius platygaster","(Kessler, 1859)","accepted","Pungitius platygaster (Kessler, 1859)","GENUS:Pungitius|FAMILY:Gasterosteidae|ORDER:Gasterosteiformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Gasterosteiformes","Gasterosteidae","Pungitius"
"Pungitius pungitius","","6WPH5","6WPH5","CBZWM","Pungitius pungitius (Linnaeus, 1758)","Pungitius pungitius","(Linnaeus, 1758)","accepted","Pungitius pungitius (Linnaeus, 1758)","GENUS:Pungitius|FAMILY:Gasterosteidae|ORDER:Gasterosteiformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Gasterosteiformes","Gasterosteidae","Pungitius"
"Pusa hispida hispida","","BNY5J","BNY5J","4QKSL","Pusa hispida hispida (Schreber, 1775)","Pusa hispida hispida","(Schreber, 1775)","accepted","Pusa hispida hispida (Schreber, 1775)","SPECIES:Pusa hispida (Schreber, 1775)|GENUS:Pusa Scopoli, 1771|FAMILY:Phocidae Gray, 1821|SUBORDER:Caniformia Kretzoi, 1938|ORDER:Carnivora Bowdich, 1821|INFRACLASS:Eutheria Gill, 1872|SUBCLASS:Theria Parker & Haswell, 1897|CLASS:Mammalia Linnaeus, 1758|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Mammalia Linnaeus, 1758","Carnivora Bowdich, 1821","Phocidae Gray, 1821","Pusa Scopoli, 1771"
"Pusa hispida ladogensis","","BNY5K","BNY5K","4QKSL","Pusa hispida ladogensis (Nordquist, 1899)","Pusa hispida ladogensis","(Nordquist, 1899)","accepted","Pusa hispida ladogensis (Nordquist, 1899)","SPECIES:Pusa hispida (Schreber, 1775)|GENUS:Pusa Scopoli, 1771|FAMILY:Phocidae Gray, 1821|SUBORDER:Caniformia Kretzoi, 1938|ORDER:Carnivora Bowdich, 1821|INFRACLASS:Eutheria Gill, 1872|SUBCLASS:Theria Parker & Haswell, 1897|CLASS:Mammalia Linnaeus, 1758|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Mammalia Linnaeus, 1758","Carnivora Bowdich, 1821","Phocidae Gray, 1821","Pusa Scopoli, 1771"
"Putoris putoris","","","","","","","","","","","","","","","",""
"Putorius eversmani","","","","","","","","","","","","","","","",""
"Raja clavata","","793MV","793MV","CBZ9G","Raja clavata Linnaeus, 1758","Raja clavata","Linnaeus, 1758","accepted","Raja clavata Linnaeus, 1758","GENUS:Raja|FAMILY:Rajidae|ORDER:Rajiformes|CLASS:Elasmobranchii|PARVPHYLUM:Chondrichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Raja"
"Rana arvalis arvalis","","7KPPP","4RDHG","4RDHG","Rana arvalis arvalis Nilsson, 1842","Rana arvalis arvalis","Nilsson, 1842","synonym","Rana arvalis Nilsson, 1842","SPECIES:Rana arvalis Nilsson, 1842|GENUS:Rana Linnaeus, 1758|FAMILY:Ranidae Batsch, 1796|ORDER:Anura|CLASS:Amphibia|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Amphibia","Anura","Ranidae Batsch, 1796","Rana Linnaeus, 1758"
"Rana arvalis wolterstorffi","","7L222","4RDHG","4RDHG","Rana arvalis wolterstorffi Fejérváry, 1919","Rana arvalis wolterstorffi","Fejérváry, 1919","synonym","Rana arvalis Nilsson, 1842","SPECIES:Rana arvalis Nilsson, 1842|GENUS:Rana Linnaeus, 1758|FAMILY:Ranidae Batsch, 1796|ORDER:Anura|CLASS:Amphibia|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Amphibia","Anura","Ranidae Batsch, 1796","Rana Linnaeus, 1758"
"Rana bedriagae","","4RDJD","76CJ2","76CJ2","Rana bedriagae Camerano, 1882","Rana bedriagae","Camerano, 1882","synonym","Pelophylax bedriagae (Camerano, 1882)","SPECIES:Pelophylax bedriagae (Camerano, 1882)|GENUS:Pelophylax Fitzinger, 1843|FAMILY:Ranidae Batsch, 1796|ORDER:Anura|CLASS:Amphibia|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Amphibia","Anura","Ranidae Batsch, 1796","Pelophylax Fitzinger, 1843"
"Rana cerigensis","","6X362","76CJ5","76CJ5","Rana cerigensis Beerli, Hotz, Tunner, Heppich & Uzzell, 1994","Rana cerigensis","Beerli, Hotz, Tunner, Heppich & Uzzell, 1994","synonym","Pelophylax cerigensis (Beerli, Hotz, Tunner, Heppich & Uzzell, 1994)","SPECIES:Pelophylax cerigensis (Beerli, Hotz, Tunner, Heppich & Uzzell, 1994)|GENUS:Pelophylax Fitzinger, 1843|FAMILY:Ranidae Batsch, 1796|ORDER:Anura|CLASS:Amphibia|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Amphibia","Anura","Ranidae Batsch, 1796","Pelophylax Fitzinger, 1843"
"Rana cretensis","","4RDMS","76CJ7","76CJ7","Rana cretensis Beerli, Hotz, Tunner, Heppich & Uzzell, 1994","Rana cretensis","Beerli, Hotz, Tunner, Heppich & Uzzell, 1994","synonym","Pelophylax cretensis (Beerli, Hotz, Tunner, Heppich & Uzzell, 1994)","SPECIES:Pelophylax cretensis (Beerli, Hotz, Tunner, Heppich & Uzzell, 1994)|GENUS:Pelophylax Fitzinger, 1843|FAMILY:Ranidae Batsch, 1796|ORDER:Anura|CLASS:Amphibia|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Amphibia","Anura","Ranidae Batsch, 1796","Pelophylax Fitzinger, 1843"
"Rana esculenta","","4RDPJ","76CHG","76CHG","Rana esculenta Linnaeus, 1758","Rana esculenta","Linnaeus, 1758","synonym","Pelophylax lessonae (Camerano, 1882)","SPECIES:Pelophylax lessonae (Camerano, 1882)|GENUS:Pelophylax Fitzinger, 1843|FAMILY:Ranidae Batsch, 1796|ORDER:Anura|CLASS:Amphibia|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Amphibia","Anura","Ranidae Batsch, 1796","Pelophylax Fitzinger, 1843"
"Rana kurtmuelleri","","792TR","76CHD","76CHD","Rana kurtmuelleri Gayda, 1940","Rana kurtmuelleri","Gayda, 1940","synonym","Pelophylax kurtmuelleri (Gayda, 1940)","SPECIES:Pelophylax kurtmuelleri (Gayda, 1940)|GENUS:Pelophylax Fitzinger, 1843|FAMILY:Ranidae Batsch, 1796|ORDER:Anura|CLASS:Amphibia|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Amphibia","Anura","Ranidae Batsch, 1796","Pelophylax Fitzinger, 1843"
"Rana lessonae","","6X2TW","76CHG","76CHG","Rana lessonae Camerano, 1882","Rana lessonae","Camerano, 1882","synonym","Pelophylax lessonae (Camerano, 1882)","SPECIES:Pelophylax lessonae (Camerano, 1882)|GENUS:Pelophylax Fitzinger, 1843|FAMILY:Ranidae Batsch, 1796|ORDER:Anura|CLASS:Amphibia|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Amphibia","Anura","Ranidae Batsch, 1796","Pelophylax Fitzinger, 1843"
